image_id,disease,location,organ
33681529_fig2,Bilateral Pseudopapilledema,,
33681529_fig2,Optic Papillary Migration,Optic papilla,Optic nerve sheath
33681529_fig2,Periventricular White Matter Hyperintensity,Ventricles,White matter
26816451_F1,,Lung tissue,Lung
33681529_fig3,bilateral pseudopapilledema,pseudopapilledema,retina
26811840_F002,acute pulmonary edema,perihiilar,lungs
27019758_fig1,infection,,omentum
27019758_fig1,calculi,vermicularis,appendix
33680613_FIG8,Tumor recurrence,,
26811841_F002,Minimal residual pleuroparenchymal scarring,"Right lung base, pleuroparenchymal area",Lung
26977308_OPENHRT2015000330F3,unspecified dilation in the aorta,dilated ascending aorta,aorta
35340496_FIG1,bile stasis,"small, irregularly shaped, darkly stained areas marked by arrowheads",liver
35340496_FIG1,lipofuscin pigment,"small, granular, brownish-yellow deposits marked by arrows spread throughout the liver tissue",liver
26554800_F14,,,
33708706_F1,Posterior fat pad hypertrophy,Posterior fat pad,Olecranon fossa
35191378_fig6,COVID-19,,lung tissue
27318859_fig0005,strangulated Massive Orbital Tumor (MOT),Hypoechoic,Spleen
33945519_F1,,posterior medial muscle fibers,Achilles
33945519_F1,,anteromedially located,plantaris tendon
35463722_F1,Gastritis,Lamina propria of the gastric mucosa,Stomach
27318017_fig0005,lesion,superior,mediastinum
34007400_fig0007,,Neck Region,Head
26977119_fig1,Tuberculosis,,Lung(s)
26977119_fig1,Tuberculosis,cavities,Lung(s)
35468848_Fig1,MND,cross-section samples,muscle
27322896_fig0010,Pseudonodular hypertrophy,Segment 4,Liver
33277674_Fig3,Focal Herniation with Extrusion and Disk Migration,"right subarticular, foraminal, extraforaminal areas",Spine
26934022_f1,Right ventricular volume overload,Lead V1,Heart
35494551_fig2,mucormycosis,mycotic right-angle branchings,trachea
34078388_Fig3,tumor,,breast
34078388_Fig3,invasive ductal carcinoma,,breast
35212318_fig004,Eosinophilic Colitis,Lamina propria and crypt epithelium,Colon
34078388_Fig4,invasive ductal carcinoma,,breast
26963261_fig0010,Bilateral chylothorax,Pleural cavity,Pleura
34856604_fig002,Necrotic ileal mucosa,mucosa,ileum
34856604_fig002,Transmural necrosis,transmural,colon
34082701_Fig3,,,Brain
26963261_fig0015,chylothorax,,lungs
34524600_Fig5,,,retina
27026530_Fig1,,food residue within it,stomach
35518607_fig9,,,heart
35518607_fig9,,,liver
35518607_fig9,,,spleen
35518607_fig9,,,lung
35518607_fig9,,,kidney
27099855_F1,...,...,...
35519742_fig8,,,Heart
35519742_fig8,,,Liver
35519742_fig8,,,Lung
35519742_fig8,,,Kidney
35519742_fig8,,,Spleen
27333919_rjw111F2,solid neoformation,,right ischiorectal fossa
34208361_diagnostics-11-01077-f003,,,
27232292_fig0005,pneumothorax,left hemithorax,thorax
35515837_fig4,Fatty liver disease,,Liver
35515837_fig4,Hepatocellular carcinoma,,Liver
35515837_fig4,Liver cirrhosis,,Liver
35515837_fig4,Chronic kidney disease,,Kidney
35515837_fig4,Chronic kidney disease,,Kidney
35515837_fig4,Chronic kidney disease,,Kidney
27333919_rjw111F10,Cysticercum,Near resection site,"Hypodermal layer (e.g., liver or kidney)"
27293949_fig1,Mass Density,left side,mediastinum
35520762_fig10,,,
27186499_Fig2,Osseous tumor,Near right C6/7 facet joint,Cervical spine
27186499_Fig2,Extradural mass,At C6/7 level,Cervical spine
34434349_F1,bladder tumor,,bladder
26104782_Fig2,,,mediastinum
26104782_Fig2,,left hemithorax,gastric area
35516329_fig8,,,tumors
35516329_fig8,,,tumors
35516329_fig8,,,tumors
27186499_Fig5,tumor,facet,cervical spine
26104782_Fig3,diaphragmatic defect,,diaphragm
35518535_FIG6,,,stroma
34378395_F2,,,Hip
34378395_F2,,superomedial quadrants,Hip
34378395_F2,,superolateral quadrants,Hip
34378395_F2,,inferomedial quadrants,Hip
34378395_F2,,inferolateral quadrants,Hip
34378395_F2,,superior region,Hip
34378395_F2,,inferior region,Hip
26508925_F1,,right lower lung field,lungs
35634235_f6,Granuloma,,dermis
35634235_f6,Langhans type multinucleated giant cell,,lymphoid tissue
27123305_Fig4,Traumatic Brain Injury,,Brain
27123305_Fig4,Ischemia,,Brain
34483780_fig1,,,
27597867_fig1,No disease mentioned,Enlarged,Trachea
35562915_ijms-23-04524-f002,,outer hair cells,inner ear
35562915_ijms-23-04524-f002,,spiral ganglion cells,inner ear
27123305_Fig5,acute subdural hematoma,subdural,brain
34483780_fig3,Spinal metastatic tumors,,spinal region
34483780_fig3,Spinal metastatic tumors,,spinal region
34483780_fig3,Spinal metastatic tumors,,spinal region
27610260_fig1,Infiltrate,,Lung
27610260_fig1,Fibrotic change,,Lung
27610260_fig1,,,
27610260_fig1,,,
35565277_cancers-14-02148-f001,Tumor-infiltrating lymphocytes (TILs),,breast
27123305_Fig6,Intracranial hypertension,,Brain
35565277_cancers-14-02148-f002,Breast Cancer,,Breast
35565277_cancers-14-02148-f002,Breast Cancer,deserts,Breast
27642564_fig1,Pneumonia,,Lung
35565435_cancers-14-02306-f004,GL261 Glioma,tumor cells,Brain
35565435_cancers-14-02306-f004,CT2A Glioma,tumor cells,Brain
27158433_f2-mjhid-8-1-e2016020,infarcts,parenchyma,spleen
35566885_polymers-14-01716-f007,,,skin
34450507_f0030,Multiple Sclerosis (MS),,brain
34450507_f0030,Tensor Spaces Lesions (TSL),,brain
35563869_cells-11-01563-f002,No disease,"COC expansion (corpora coli), granulosa cell accumulation at follicle base, thinning of apical wall, vascularization, luteinization, unruptured luteinized follicles",Ovary
27474831_fig0005,Sarcoidosis,Just anterior to the head of the first metatarsal bone and metatarsal phalangeal joint,Soft tissue around the metatarsal bone and metatarsal phalangeal joint
27642566_fig1,pneumothorax,surface layer,chest
26993316_Fig2,,,
26993316_Fig2,,yellow bright spot,aorta arch
34269271_F2,,,coronary artery
34269271_F2,hypochondriacal collection,right hypochondrium,abdomen
27648313_fig4,Acute Respiratory Distress Syndrome (ARDS),,lungs
35592785_f3,,,
34460769_jimaging-07-00133-f002,,,
27381542_F1,Unknown,Left lobe,Lungs
27381542_F1,Unknown,Right,Mediastinum
35621463_bioengineering-09-00185-f004,,Within teratoma tissues,Teratoma tissues
27366274_F2,tumor,,brain
27366274_F2,bleeding,interhemispheric fissure,brain
35621463_bioengineering-09-00185-f005,,,Uterus
27366274_F3,hematoma,left frontal area,brain
27366274_F3,trombophlebitis,transverse and sigmoid sinus,brain
34460769_jimaging-07-00133-f004,,,
27660485_f1-ijgm-9-315,,bilateral lower lobe,Lung
27660485_f1-ijgm-9-315,,right-sided pleural effusion at the base of the right lung,Lung
35651431_FIG2,pancreatic adenocarcinoma,dermis,skin
27366279_F1,Epidural hematoma,Left parietal area,Brain
27366279_F1,Diffuse brain edema,Generalized,Brain
34484749_ccr34567-fig-0002,floor of mouth lesion,,mouth
27688677_f0005,Pulmonary edema,,lungs
27688677_f0005,Pulmonary edema,lower lung fields,lungs
35651431_FIG3,pancreatic adenocarcinoma,,pancreas
27366279_F2,hemorrhagic infarction,contralateral side of the brain,brain
34484749_ccr34567-fig-0003,tongue cancer,,tongue
34484749_ccr34567-fig-0003,tongue cancer,,tongue
27658582_Fig1,infiltration,middle and lower third of the right lung field,lungs
27658582_Fig1,infiltration,middle third of the left lung field,lungs
35625562_biomolecules-12-00636-f006,Breast Cancer,,Breast
35625562_biomolecules-12-00636-f006,Breast Cancer,Metastatic Lesions,Lung
35625562_biomolecules-12-00636-f006,Breast Cancer,Histologically,Liver
27366280_F1,,,Brain
27366280_F1,,right frontal mass lesion,Brain
34384671_fig0006,,,pelvic limb
27658582_Fig3,Unknown,Lower third of the right lung field,Lung
35625425_biology-11-00697-f005,Graves' disease,microvessels,thyroid
35625425_biology-11-00697-f005,Graves' disease,colloid,thyroid
27366283_F1,pneumocephalus,within the brain,frontal lobes
34384671_fig0007,,,L5
27835947_Fig1,No disease identified,lungs and ribcage,Chest
35625872_biomedicines-10-01135-f002,,,
27366283_F2,,,orbit
34384671_fig0008,,,cranial sartorius muscle
27931201_Fig1,massive diffuse parenchymal infiltration,left,lung
27366285_F3,subdural hygroma,along the inner surface of the skull,skull
27366285_F3,operative site porencephalic cyst,within brain parenchyma near surgical area,brain
34557369_FIG3,,,
28097118_F1,None,Sternalum within the chest cavity,Chest
35502493_jcmm17331-fig-0002,renal injury,,kidney
27366285_F4,subdural hygroma,between the brain and its outer covering (dura mater),cranium
27366285_F4,hydrocephalus,within the ventricles,brain
34663440_Fig1,,,
28097118_F3,scoliosis,vertebrae between T10 and L4,spine
35685090_F4,Inflammatory Response,,Subcutaneous Tissue
35685090_F4,Autoimmune Disorder (related to Inflammation),,Subcutaneous Tissue
27366285_F6,hydrocephalus,,brain
27366285_F6,subdural hematoma,between the brain's outer layer (the dura mater) and the arachnoid mater,brain
34880974_fig4,,,
27397462_F1,kyphoscoliosis,,
27397462_F1,hypoplasia,left lung,lung
35685090_F5,,,skin
27366287_F1,,left parietal region,brain
27366287_F1,,periventricular region,brain
34912889_fig2,acute ischemic stroke,,brain
27397467_F1,,left chest,Chest
35685090_F8,Cartilage Regeneration,,Cartilage
35668375_Fig1,...,...,...
27545828_Fig1,,,Lungs
34912585_fig3,...,...,...
27397471_F1,hydatid cyst,left lower lobe,lung
35711848_F3,cancer,,tissue
35711848_F3,cancer,fibroblasts,tissue
35711848_F3,cancer,blood vessels,tissue
34882287_Fig3,Vestibular schwannoma,,Brain
34882287_Fig3,Residual tumor,"Right side, volume 1.5 cm³",Brain
34882287_Fig3,Progressive tumor,"Right side, volume increased to 2.0 cm³",Brain
27397471_F5,,,
35698535_JBPE-12-277-g002.tif,Diseased Organ,,Femur
35140806_fig1,brain tumor,,brain
27397474_F1,aneurysm,aortic arch,aorta
27397474_F1,elevated diaphragm,left,diaphragm
32939244_Fig5,,,
35140806_fig2,Tumor,Tumors,Brain
27488496_Fig1,Interstitial lung disease,,Lung
27595033_fig2,,,right kidney
34463941_Fig1,lymphocytic hypophysitis,stalk of the pituitary gland,pituitary gland
27543476_fig0010,,descending,aorta
32892748_Fig6,Metastatic Cancer,,Lung
27549630_Fig1,hyperglycemia,,upper limb
27660720_fig27596,hippuric lymphadenopathy,in the lung hilum region,lung
32984077_F5,influenza A X31 infection,bronchioles,lung
27549183_Fig1,Bladder Cancer,left base,bladder
35257122_fig1,,,common femoral artery
27928262_F2,cardiomyopathy,,heart
27928262_F2,pulmonary congestion,,lungs
27549759_Fig3,Lung nodules,Lung parenchyma,Lungs
35257122_fig2,,Near common femoral artery,Femoral region
32977806_Fig9,,,
35255420_f0005,...,...,...
27686381_Fig2,,,
32977806_Fig10,,,soft tissue
27549093_Fig5,,,shoulder
35281992_F1,TBI,areas marked green (low MD) and red (high MD),Brain
35281992_F1,TBI,,Brain
27833496_F1,Mass,Left side,Mediastinum
32977806_Fig11,,,
27200205_fig1,,,
35300242_F3,bladder cancer,,bladder
27833502_F2,surgical emphysema,air pockets in the soft tissues of the chest area,chest
32979930_Fig1,Langerhans cell sarcoma,mucosa,gastric and small intestine mucosa
27147717_rjw066F2,persistent anastomotic leak,presacral space,pelvis
27368743_HEARTJNL2015309039F3,ST-elevation myocardial infarction,,heart
32979930_Fig2,Acute monoblastic leukemia with Langerhans cell differentiation,,Epidermis and Upper Dermis
27111874_fig0005,foreign bodies,left lower lobe,lung
27111874_fig0005,foreign bodies,left lower lobe,lung
33710381_Fig1,,,
27843763_fig1,infection,,lungs
27078868_fig0010,Pathological Enhancing Mass,Well-defined mass in front,Left-sided tracheal bifurcation
27078868_fig0010,Osteoporosis/osteopenia,Sub-figure (A),Ilium
33710381_Fig2,Chronic Hematoma,Subdural Space,Brain
33710381_Fig2,Chronic Hematoma,Left Frontal and Occipital Subdural Compartments,Brain
33710381_Fig2,Chronic Hematoma,Bilaterally Distributed Subdural,Brain
27843763_fig2,Pneumonia,,lung
27843763_fig2,Pulmonary Edema,,lung
27843763_fig2,Lung Cancer,,lung
27843763_fig2,Chronic Obstructive Pulmonary Disease,,lung
27843763_fig2,Pneumothorax,heart/perihepally,chest/lung
27843763_fig2,Pleural Effusion,mediastinum,pleura
27843763_fig2,Heart Enlargement,,heart
33230983_F1,,proliferative zone (PZ) or hypertrophic zone (HZ),epiphyseal plate
27085107_fig0005,,within the abdominal wall,abdomen
35372162_F2,Cauda equina root enhancement,Cauda equina root,Spine
27826351_F3,pleural effusion,left-sided pleural space,pleurium
33294353_fig4,Carcinoid tumorlets,parenchyma,lung
27085107_fig0010,,"anterior of the abdominal wall, highlighted by a white arrow",abdominal wall
35434096_F3,Disc Fragmentation,Epidural Space,Spinal Disc
33294353_fig5,carcinoid tumor,,
27107305_fig0005,,,intestines
35530379_F1,Ischemic Lesion,Right Lateral Pons,Brain
28058003_F1,,under the right hemi-diaphragm,abdomen
33294353_fig6,Neuroendocrine cell proliferation,,Bronchiolar mucosa
27138450_fig0005,hypervascularized solid tumor,left lower quadrant,abdomen
35530379_F2,Ischemic Lesion,Right Paramedian,Pons
28058004_F1,multiple lung nodules,lungs,lungs
33230218_Fig3,PanIN,lesions in the pancreas,Pancreas
27093690_fig0010,,multiple regions,peritoneum
35106965_advs3461-fig-0001,,,tumor tissue
27891284_fig1,,elevated right hemidiaphragm,chest cavity
33230218_Fig4,,,Pancreas
27175347_fig1,,,bladder
33230218_Fig5,Pancreatic Infiltrating Nodular Lesions (PanIN),within the pancreas,Pancreas
27175347_fig2,airways infection,airways,bladder
27965905_fig1,lesion,,right lung
33244300_F6,inflammatory cell infiltration,near the yellow arrow in panel B of Figure B2.,lung
33244300_F6,exudate,as indicated by the blue arrow in panel B of Figure B1.,lung
33244300_F6,alveolar wall thickness,in the green block shown in panel B of Figure B3.,lung
33244300_F6,hemorrhage,as indicated by the orange arrow in panel B of Figure B4.,lung
27175346_fig1,large solid enhancing mass,hilar region,kidney
35574341_f2,relapsed/refractory intravascular large B-cell lymphoma,,lymphatic system
27904836_F2,ground-glass infiltrates,both upper lobes,lungs
32783415_F4,,,Myocardium
27175340_fig1,mass,,pelvis
35572142_F3,,,brain
27920975_fig2,,,
25945278_fig2,benign smooth muscle cells,lumen,kidney
27999595_fig2,Abnormal growth,Posterior lateral wall,Bladder
27920974_fig1,tumors,,chest
27920974_fig1,lung infections,,lung
27920974_fig1,fluid accumulation,,chest
27920974_fig1,structural issues with the heart,,heart
27920974_fig1,structural issues with the ribcage,,ribcage
25945278_fig3,tumor,renal parenchyma,kidney
27928451_F2,External ear osteoma,,Ear
28182035_F2,Cardiomegaly,,Heart
28182035_F2,Significant lung congestion,,Lungs
28182035_F2,Atrioventricular septal defect,,Heart
28182035_F2,Respiratory syncytial virus infection,,Lungs
27999693_fig1,mass-like lesion,segment 4,liver
35683537_jcm-11-03150-f001,cardiac amyloidosis (CA),,heart
35683537_jcm-11-03150-f001,hypertrophic cardiomyopathy (HCM),,heart
28182035_F3,Tetralogy of Fallot,right ventricle,heart
27999693_fig2,hemoperitonium,pelvic area,abdomen
27999693_fig2,mass-like density,near the gallbladder,abdomen
25945107_fig3,Infection,Lung tissues,Lung
27999693_fig3,Mass,Segment 5,Liver
26352365_F3,Hypertrophy,Coronoid process,Temporo-mandibular joint
28117478_f2,,,Abdomen
27999596_fig6,,,
26368821_pone.0137962.g009,Trigeminal nerve,mid-sagittal_line,Trigeminal nerve
26368821_pone.0137962.g009,Trigeminal nerve,D9,Trigeminal nerve
25991907_f4,,,Cornea
27449674_ARCHDISCHILD2015309078F2,,,
26421287_fig1,HCV-related cirrhosis,parenchyma,liver
28327870_f5,cardiomyopathy,,heart
25991907_f5,,,Lens
27738530_fig5,,dissection flap,aorta
26421287_fig2,Chronic HCV infection,,Liver
28331796_fig2,Effusion,Left,Plevium
28331796_fig2,Effusion,Right,Plevium
28331796_fig2,Consolidation,Both,Lungs
27738544_fig2,Fistula,,Colon
26421287_fig6,,,
28303064_fig1,Pneumonia,Left upper lobe,Lung
28303064_fig1,Tuberculosis,Left upper lobe,Lung
28303064_fig1,Lung Cancer,Left upper lobe,Lung
25944973_fig5,Oncocytoma,,Kidney
25944973_fig5,Renal Cell Carcinoma (RCC),,Kidney
25944973_fig5,Oncocytoma,,Kidney
27785316_F1,Zenker's diverticulosis,just above the upper esophageal sphincter on the posterior side,esophagus
28413393_f1,lesion,left hilum lesion area,lungs
25944973_fig6,Renal Cell Carcinoma,,kidney
25944973_fig6,Renal Cell Carcinoma,,kidney
26442216_F4,prostate cancer,,prostate
28321305_fig1-2050313X17695472,linear_air_lucency,left border of the mediastinum,mediastinum
28321305_fig1-2050313X17695472,subcutaneous_emphysema,,supraclavicular area and neck areas
26445897_f6,,,Lung
26445897_f6,,,Liver
26445897_f6,,,Kidney
27562317_Fig2,Tumor Encasement,around the superior mesenteric area,superior mesenteric
26380082_Fig1,prostate cancer,,prostate
28352320_f3-etm-0-0-3977,Inflammation,,Lungs
28352320_f3-etm-0-0-3977,Cirrhosis,,Liver
28352320_f3-etm-0-0-3977,Hypersplenotrophy,left upper quadrant of the abdomen,Spleen
26448646_ppat.1005173.g006,Influenza A Virus,,mammary gland
27562317_Fig8,,,mesenteric artery (SMA)
27562317_Fig8,,,hepatic artery (RHA)
26373532_Fig3,nodular legions,"head, tail, body",pancreas
28515611_F2,,,mediastinum
28515611_F2,,,mediastinum
26491291_f10-ijn-10-6185,Systemic Toxicity Leading to Histopathological Changes,,major visceral organs
26491291_f10-ijn-10-6185,Systemic Toxicity Leading to Histopathological Changes,,major visceral organs
26491291_f10-ijn-10-6185,Systemic Toxicity Leading to Histopathological Changes,,major visceral organs
26491291_f10-ijn-10-6185,Systemic Toxicity Leading to Histopathological Changes,,major visceral organs
27999702_fig2,Abdominal wall mass,, abdomen
27999702_fig2,Lymphadenopathy,"left inguinal, paratracheal, and hilar",lymph nodes
27014870_pone.0152176.g004,Infarction,Subcortical structures within the striatum,Brain
28515612_F1,right pleuritis,right lower lung area,pleura
27799732_f2-opth-10-2055,intraorbital tumor,within the orbit,orbit
28491159_fig1,Enlarged heart,,Heart
28491159_fig1,Mass,Left hilum,Lung
26080813_fig08,,,
28078328_f1,,around L4 and L5 vertebrae,ureter
27047651_F1,Invasive lobular breast carcinoma,Posterior wall of the bladder,Urinary bladder
26498426_F0001,COPD,,lungs
26491294_f6-ijn-10-6227,Kidney disease,,kidney
27782839_Fig4,,,sigmoid colon
27047651_F2,invasive lobular breast carcinoma,posterior wall,urinary bladder
26496330_F2,pneumonia,,left lower lung
26496330_F2,pneumonia,lungs,
26491294_f7-ijn-10-6227,,,hepatic
28191281_F2,Pleural Mesothelioma,Tumor masses,Pleura
27047651_F3,invasive lobular breast carcinoma,,urinary bladder
27047651_F3,hydronephrosis,,kidneys
26566415_F1,,,Chest
26491294_f8-ijn-10-6227,,,Lung
26491294_f8-ijn-10-6227,,,Heart
26491294_f8-ijn-10-6227,,,Brain
28189118_fig0005,ovary herniation,,ovary
27148019_F3,Infarction/Hemorrhage,Right thalamus,Thalamus
26449317_Fig3,Neoplasm,,
27141245_fig4,Unknown,Superior aspect,Spine
26449317_Fig10,,,tissue
26449317_Fig10,,,tissue
28270879_F2,metastatic disease,,abdomen
27250854_Fig4,,,
27148366_fig1, enlargement,,Chest
26451838_pone.0139756.g006,,,aorta
28293255_fig5,...,...,...
27702932_BCR2016216502F3,hyperintense lesion,"medial distal right foot, in the dorsal and plantar areas",foot
27190659_fig1,,right-sided hilar,lungs
26491665_fig3,,,Implants
27574295_JIM2016000167F3,mucinous cystadenoma,small cysts clustered at its periphery,
27800096_f0001,cerebral vasculitis,white matter,brain
27190659_fig4,mass,anterior,mediastinum
26491576_fig2,Intrathyroidal metastasis,adjacent to the right thyroid lobe,thyroid
27574295_JIM2016000167F4,branch duct intraductal papillary mucinous neoplasm,side branch duct,pancreas
27812617_f2,,,Heart
27812617_f2,,,Heart
27812617_f2,,,Heart
27812617_f2,,,Heart
28131064_fig0005,Duplication cyst,inner layer,Bladder
27442657_F1,old infection,left lower lobe,lung
25789958_F4,Urothelial hyperplasia,,urothelium
28458940_fig1,Mass lesion,proximal jejunum,intestine
28458940_fig1,Liver metastasis,,liver
28125651_pone.0170589.g001,Meningoencephalitis of Unknown Origin,near the ventricles,brain
27442657_F3,atelectasis,left lower lobe,lungs
25501093_F3,,,Parotid
25501093_F3,,,Parotid
25501093_F3,,,Parotid
25501093_F3,Oconous cyst,intracystic septum,Parotid
28491879_fig2-2324709617698995,,,Heart
28491879_fig2-2324709617698995,,,Heart
28491879_fig2-2324709617698995,,,Heart
28571652_fig2,l vPPA,,anterior cingulate gyrus
28571652_fig2,n fvPPA,,posterior superior temporal gyrus
28571652_fig2,s vPPA,,caudate nucleus
28180066_fig1,damage,right upper lobe,lung
28180066_fig1,fibrotic atelectasis,right upper lobe,lung
26313777_F5,Small cell lung cancer,,Lung
28422890_F4,Calcium deposits,Left buttock,Lower limb area
28164050_F2,,,
27124742_pone.0154527.g002,dysplasia,jejunum,small intestine
27124742_pone.0154527.g002,dysplasia,ileum,small intestine
27124742_pone.0154527.g002,dysplasia,proximal colon,large intestine
27124742_pone.0154527.g002,dysplasia,distal colon,large intestine
28815190_fig1-2324709617724177,large left atrial myxoma,left atrium,heart
28781912_F2,Disc Herniation,L5-S1,Lumbar Disc
27520469_Fig5,Pneumonia,,Lung(s)
27124742_pone.0154527.g009,,,
28785996_Fig1,Osteoporosis,L1,lumbar spine
28785996_Fig1,Osteoporosis,L4,lumbar spine
27547724_fig1,,right upper,lung
27080614_F2,,sinusoids,Blood Vessels
28251006_fig2,goiter,,thyroid
28251006_fig2,soft tissue mass,subglottic region,larynx
29158995_fig-2,Bucket Handle Tear,,Meniscus
29158995_fig-2,Radial Tear,,Meniscus
29158995_fig-2,Longitudinal Tear,,Meniscus
29158995_fig-2,Horizontal Tear,,Meniscus
27512848_F1,gastrothorax,,stomach
27080614_F3,Plasma Cells,,Blood System
28396813_fig2,BOT,,Head and Neck Area
29201014_F1,semantic variant primary progressive aphasia,"right amygdala, MNI coordinates [18 −15 −21] or anterior cingulate cortex [4 0 34]; posterior cingulate cortex [2 −30 28]; right insula [44 −4 −3]",brain
26512570_F2,unfixed pulmonary infiltrates,hazy opacities within lung fields,lungs
28328806_F4,kyphosis,apex,spine
29348485_Fig3,bvFTD,,brain
29348485_Fig3,nfvPPA,,brain
29348485_Fig3,rtvFTD,,brain
29348485_Fig3,svPPA,,brain
27676165_fig3,,,
28328806_F6,spinal osteochonditis,T5-9,spine
28521795_Fig1,,Left side of the chest,Heart
27247809_fig1,MALT lymphoma,,breast
28668733_fig0005,Incisional Hernia Defect,,Abdomen
29390344_F6,Diffuse Sclerosis,C3 to C6,Spine
27226868_F5,,,
28668733_fig0020,Fluid collection,Over the prosthesis,
29671685_fig6-2045894018775190,,,Abdomen
28345064_fig1,hemothorax,left,pleura
28702189_fig1,,gluteal region,retropinvertentum
29771954_pone.0197488.g002,,,
28356696_F4,radiopaque foci,,lungs
28874964_F1,ampullary adenocarcinoma,ampulla of Vater,pancreas
28921461_Fig4,Breast cancer,,Breast
28648435_fig0005,pericardial cyst,left,heart
28856088_fig1,necrotic right hilar mass,right lower lobe,right lung
29963097_F1,Increased signal intensity,,Brain
28670453_Fig2,interstitial lung disease,,lungs
28670453_Fig2,pleural effusion,,pleura
28856088_fig2,Necrosis,right hilar region,Hilar
28856088_fig2,Lymphadenopathy,mediastinal region,mediastinal
30008992_fig8,,,
28717079_g002,nodules,,lungs
27267840_f0015,brain metastases,,brain
28959432_rjx190F2,Unknown,Lingula,Lung
28794843_F2,Lung Opacity,Parenchymal,Lungs
27301425_f4,,near scaffold strands,Adipose组织
29026636_F1,,left deep neck region,neck
30320213_F3,,,
28815092_fig1,,,Chest
27301425_f5,,,organ tissue
29082045_fig1,Solitary Nodular Lesion,Left Lower Lobe,Lung
29082045_fig1,Pericarditis,,Pericardium
29082045_fig1,Enlarged Mediastinal Lymph Node,,Mediastinum
30320213_F4,...,...,...
28709441_Fig1,Lung cancer mortality,,lungs
28709441_Fig1,False positive diagnosis,,lungs
28709441_Fig1,Death due to false diagnosis,,lungs
30603233_F2,Other,posterior to the eyeball in the sagittal view and laterally closer to the medial wall of the orbit in the coronal view,orbit
28709441_Fig3,Lung Cancer,,Lungs
27920778_F2,Simian Immunodeficiency Virus (SIV),ileum,gut
30555757_FIG2,Mucosal disease,,Paranasal sinuses
30555757_FIG2,Mucosal disease,mild residual enhancement,Suprasellar cistern
28705215_Fig1,Tuberculosis,Chest,Lungs
27895954_fig6,,tissue sample,
30595817_F1,infiltrative neoplastic lesion,left,temporal parenchyma
28856103_fig0005,Pleural effusion,Right lung,Pleurium
29307927_f5,pneumothorax,left anterior side,chest
30619764_F1,Prostate Cancer,,prostate
28852454_rjx130F5,,ribcage,chest
27895954_fig8,Beta-catenin positive tumor cells,cytoplasm,tumor
27895954_fig8,Beta-catenin negative tumor cells,nuclear,tumor
30755636_Fig1,Glioblastoma,,Brain
28852456_rjx135F1,Herniation,Left,Colon
29307931_f14,pseudoaneurysm,fracture plane,spleen
30293214_Fig2,,,brainstem
27896299_f0005,,,uterus
29118987_fig1,,above the kidneys on both sides,adrenal gland
28852464_rjx157F5,,right,diaphragm
27920686_F2,low-grade glioma,,brain
28217015_F1,Lung Cancer,Apical,Right Lung
28217015_F1,Adrenal Adenoma,,Right Adrenal Gland
28217015_F1,Non-Small Cell Lung Cancer (NSCLC),,Right Lung
27880821_pone.0167073.g004,Retina degeneration,outer nuclear layer,retina
28500263_F2,,lumen of the small bowel,small bowel
28500263_F2,,on the gastric fundus,gastric fundus
30989390_Fig2,COPD,,lungs
30989390_Fig2,gas compartment,top left,lungs
30989390_Fig2,tissue compartment,middle left,lungs
30989390_Fig2,red blood cell compartment,bottom left,lungs
28382260_F1,pleural effusion,around the lungs,thoracic cavity
28382260_F1,pneumothorax,between the heart and the chest wall,chest/Thorax
28954757_F3,Pneumoperitoneum,,Abdomen
28954757_F3,Free intra-abdominal fluid,,Abdomen
28382260_F3,right ventricular lead-related condition,eroded into pleural space,chest wall
28382260_F3,right ventricular lead-related condition,eroded into chest wall,chest wall
28382260_F3,right ventricular lead-related condition,surface,chest wall
28255347_F7,inflammation,black circles,heart
28255347_F7,,,liver
28255347_F7,,,spleen
28255347_F7,,,kidney
28954757_F4,,Stomach,Abdomen
28382262_F1,pneumomediastinum,mediastinum,chest
28255349_FS10,,,major organ
28255349_FS10,,,major organ
28255349_FS10,,,major organ
28954757_F5,,near the pylorus,abdomen
28954757_F5,,peritoneal cavity,abdomen
28954757_F5,,abdominal cavity,abdomen
28465852_fig1,,left,mediastinum
29391959_fig1,peritoneal carcinomatosis,,peritoneum
29391959_fig1,,,abdomen
29391959_fig1,,slightly enlarged,ovary
28435786_fig1,,anterior,mediastinum
29403665_fig2,Brown Spur (Bbh),,Prostate
28435786_fig4,,,chest
28345605_f4,cancer,within the tumor,tumor
29403665_fig3,Brown Bandet Membranous Hypothesis,Femoroacetabular Region,Hip Joint
31146442_jcm-08-00762-f001,Cerebral Infarction,,Brain
31146442_jcm-08-00762-f001,Deep Vein Thrombosis,,Leg Veins
28410589_Fig1,Nodular Lesions,Lower and Middle Regions,Right Lung
29403665_fig7,,implant site #25,bone
28975027_Fig1,Unknown,,mediastinum
28975027_Fig1,Unknown,left hilum,parahilar region
29403665_fig8,,#26,bone
28993605_f3-amjcaserep-18-1081,none,central,Lungs
28378778_f3,mutation in eEF1A2 leading to neuronal degeneration,,Spinal cord
28378778_f3,mutation in eEF1A2 leading to neuronal degeneration,nuclear vacuolation (G70S/− mutant),Spinal cord
28378778_f3,mutation in eEF1A2 leading to neuronal degeneration,cytoplasmic vacuolation (null mutant),Spinal cord
29292473_Fig1,Pulmonary Hypertension,Lingular Segment,Lung
29292473_Fig1,Chest Wall Scar,Site of Surgical Port Placement,Chest Wall
