23799344_F2,subchondral lesion,medial femur condyle,femur
23799344_F2,osteonecrosis,medial femur condyle,femur
30514248_Fig1,pancreatic tissue,tissue,pancreas
30514248_Fig1,gastrointestinal epithelium,epithelium,gastrointestinal
30514248_Fig1,cartilage tissue,tissue,cartilage
30514248_Fig1,sebaceous material,material,sebaceous
30514248_Fig1,pancreatic tissue,hilar,pancreas
30514248_Fig1,gastrointestinal epithelium,hilar,gastrointestinal
30514248_Fig1,cartilage tissue,hilar,cartilage
30514248_Fig1,sebaceous material,hilar,sebaceous
30514248_Fig1,consolidation,cavity,lung
30514248_Fig1,opacities,upper,lung
30514248_Fig1,consolidation,opacities,lung
30460026_fig2,solid nodule,right lower lobe,lung
30460026_fig2,central calcified focus,right lower lobe,lung
24179863_f0025,fluid-filled cavity,sulcal cavity,hippocampal
30820260_f1,hyperdense lesion,left 8th rib,rib
30460026_fig4,spilt gallstones,Morison's pouch,gallbladder
30460026_fig4,spilt gallstones,Morison's pouch,right kidney
24179863_f0030,microinfarct,gray matter,brain
31097681_f1-amjcaserep-20-705,Acute Respiratory Distress Syndrome,bilateral lung consolidation,lung
34820228_FIG8,ischemic plaque,dermis,skin
30460035_fig7,noise variation,kidney,kidney
23836242_Fig12,greater tuberosity,greater tuberosity,shoulder
31172312_Fig2,air accumulation,liver,liver
34987850_f4,focal interface mucositis,interface,kidney
30460010_fig4,retroperitoneal mass,,adrenal glands
30460010_fig4,retroperitoneal mass,,left kidney
30460010_fig4,retroperitoneal mass,,retrocrural space
30460010_fig4,retroperitoneal mass,,intraperitoneal fat
30460010_fig4,retroperitoneal mass,,retroperitoneal fat
24133361_F1,lesion areas,brain slices,brain
30558038_F2,stent,right internal jugular vein,superior vena cava
34992370_f0009,tumor tissue,empty,heart
34992370_f0009,tumor tissue,empty,liver
34992370_f0009,tumor tissue,empty,spleen
34992370_f0009,tumor tissue,empty,lung
34992370_f0009,tumor tissue,empty,kidney
30460010_fig5,intramuscular masses,pelvis,pelvis
24116106_pone-0076388-g001,VX2 tumor,liver lobe,liver
30572500_F1,effusion,right costo-diaphragmatic angle,thoracic cavity
34890367_f11,skin hyperplasia,skin,skin
34890367_f11,collagen degradation,skin,skin
30460031_fig2,focal lesion,pancreatic head,pancreas
30572500_F3,pericardial effusion,pericardial cavity,heart
34976984_F7,microalgae,cortex,kidney
34976984_F7,microalgae,medulla,kidney
30460031_fig3,homogeneous focal mass,pancreatic head,pancreas
24963909_RJT087F2,enhancing mass,right occipital lobe,brain
30627187_F2,ruptured cyst,lung,lung
34952313_f0010,spindle cells,muscle,muscle
30460027_fig4,hydropneumothorax,pleural space,lung
30460027_fig4,atelectasis,right lower lobe,lung
30460027_fig4,subcutaneous emphysema,subcutaneous tissue,lung
24266797_f1,reductions in signal,posterior insula,brain
30627187_F3,pneumonitis,lower lobes,lungs
34993150_f5,tumor tissues,tissue,major organs
30460027_fig5,ascending colon,ascending colon,colon
30460027_fig5,pericolic fat herniation,pericolic fat,colon
30460027_fig5,hydropneumothorax,right thoracic cavity,lung
30460027_fig5,atelectasis,right lower lobe,lung
30460027_fig5,subcutaneous emphysema,subcutaneous tissue,skin
24324925_Fig1,tumor,pelvic wall,pelvic wall
24324925_Fig1,tumor,vagina,vagina
31249775_fig1,tension pneumothorax,right side,lung
31249775_fig1,emphysematous changes,both lungs,lung
31249775_fig1,cysts,both lungs,lung
31249775_fig1,fibrous strands,both lungs,lung
34983579_Fig7,inflammation,epidermis,skin
34983579_Fig7,inflammation,dermis,skin
30460027_fig6,ascending colon pericolic fat herniation,right thoracic cavity,abdomen
30460027_fig6,diaphragmatic tear,right thoracic cavity,abdomen
30460027_fig6,hydropneumothorax,right thoracic cavity,lung
30460027_fig6,atelectasis,right lower lobe,lung
30460027_fig6,subcutaneous emphysema,around chest and neck,chest
24968437_RJT107F1,breast mass,right inframammary region,breast
31249777_fig1,airspace opacities,bilateral upper lobe,lung
31249777_fig1,airspace opacities,bilateral lower lobe,lung
35208863_microorganisms-10-00407-f002,SARS-CoV-2,lung section,lung
30460027_fig7,hydropneumothorax,pleura,lung
30745942_F5,pneumonia,alveoli,lung
35215891_viruses-14-00300-f002,perivascular space,lower center,midbrain
35215891_viruses-14-00300-f002,lymphocytes,,midbrain
35215891_viruses-14-00300-f002,histiocytes,,midbrain
35215891_viruses-14-00300-f002,neuroparenchyma,,midbrain
35215891_viruses-14-00300-f002,glial cells,,midbrain
35215891_viruses-14-00300-f002,microglia,,midbrain
35215891_viruses-14-00300-f002,nodules,,midbrain
35215891_viruses-14-00300-f002,glial cells,,midbrain
35215891_viruses-14-00300-f002,satellitosis,,midbrain
30460033_fig1,gastric tumor,nodular mass,stomach
24454320_F4,DMOG treatment,multiple small regions,tumor
24454320_F4,placebo treatment,one large region,tumor
31445523_Fig1,paracardiac consolidations,subpleural,lung
31445523_Fig1,paracardiac consolidations,posterior,lung
31445523_Fig1,paracardiac consolidations,paravertebral,lung
35209844_Fig3,interstitial pneumonia,empty,lung
35209844_Fig3,focal haemorrhagia,empty,lung
35209844_Fig3,emphysema,empty,lung
35209844_Fig3,interstitial pneumonia,empty,lung
35209844_Fig3,peri-bronchiolar cuffing,empty,lung
35209844_Fig3,muscular hypertrophy,empty,lung
35209844_Fig3,BALT hyperplasia,empty,lung
30460033_fig3,gastric tumor,stomach,stomach
32183715_Fig3,bicuspid aortic valve,leaflets,aortic valve
32183715_Fig3,calcified aortic valve,calcified,aortic valve
32183715_Fig3,mitral valve prolapse,leaflets,mitral valve
32183715_Fig3,aortic aneurysm,ascending aorta,aorta
32183715_Fig3,septal defect,left atrium,atrium
32183715_Fig3,bicuspid aortic valve,leaflets,aortic valve
32183715_Fig3,thickened mitral valve,leaflets,mitral valve
31145296_F1,opacity,right lower lung,lung
31145296_F1,mass,right lower lung,lung
35015735_F11,hemorrhage,Ephb4Ub embryos,skin
35015735_F11,accumulation of collagen IV,Ephb4Ub embryos,ECs
35015735_F11,hemorrhage,Cre-negative embryos,skin
35015735_F11,hemorrhage,Cre-negative embryos,skin
30460004_fig5,scarring,kidney,kidney
24489600_fig4,motion density,unknown,unknown
30183802_f3,lungs,lungs,lungs
30183802_f3,heart,heart,heart
30183802_f3,bones,bones,rib cage and spine
35214141_pharmaceutics-14-00409-f010,inflammatory pain,pain,paw
30460022_fig1,heterogeneous mass,pineal,pineal gland
30460022_fig1,obstructive hydrocephalus,ventricles,brain
30824913_ezz041-F2,HeartMate3,chest,heart
30824913_ezz041-F2,CardioMEMS,near heart,heart
30824913_ezz041-F2,biventricular ICD,chest,heart
35600792_F4,pancreatic duct,main pancreatic duct,pancreas
35600792_F4,pancreatic duct,minor ducts,pancreas
30459964_fig1,left parapharyngeal mass,juxtatonsillar,parapharyngeal
24591782_F2,enhancing soft tissue thickening,epidural space,epidural space
31410539_Fig10,pneumonia,left lung,lung
31410539_Fig10,atelectasis,left lung,lung
31410539_Fig10,reverse mismatch,left lung,lung
35600792_F5,H&E staining,tissue,pancreas
30459969_fig1,hypodense cystic lesion,sylvian cistern,brain
31650260_Fig2,pinhole perforation,left posterolateral wall,esophagus
31650260_Fig2,pinhole perforation,left posterolateral wall,esophagus
31650260_Fig2,pinhole perforation,left posterolateral wall,esophagus
31650260_Fig2,pinhole perforation,left posterolateral wall,esophagus
34536334_mbt213917-fig-0002,Villus Wrinkles,,Duodenum
34536334_mbt213917-fig-0002,Villus Wrinkles,,Jejunum
34536334_mbt213917-fig-0002,Villus Wrinkles,,Ileum
30459969_fig5,pterional craniectomy,pterional,head
30459969_fig5,middle cerebral artery territory infarct,middle cerebral artery,head
30459969_fig5,cystic lesion,sylvian cistern,head
24683524_Fig3,cartilage repair tissue,area,cartilage
31653943_Fig7,lesion,chest,chest
35411271_FIG1,cell hidradenoma,skin,skin
30459963_fig3,pathological lymph node,submandibular,lymph node
31692836_f0001,guidewire,,right atrium
31692836_f0001,guidewire,,inferior vena cava
31692836_f0001,guidewire,,superior vena cava
31692836_f0001,guidewire,,innominate vein
31692836_f0001,guidewire,,left internal jugular vein
35414779_F1,clock gene dysregulation,empty,skin
35414779_F1,inflammation,empty,skin
35414779_F1,gene expression,empty,skin
30459987_fig4,fibrous dysplasia,fibrous dysplasia lesions,skull
30459987_fig4,fibrous dysplasia,fibrous dysplasia lesions,thorax
31692849_f0001,subcutaneous emphysema,skin,chest
35414779_F2,inflammation,skin,skin
24714669_pone-0094095-g001,low-grade glioma,left frontal lobe,brain
24714669_pone-0094095-g001,low-grade glioma,left frontal lobe,brain
24714669_pone-0094095-g001,low-grade glioma,left frontal lobe,brain
24714669_pone-0094095-g001,low-grade glioma,left frontal lobe,brain
31692849_f0004,opacity,lung field,lung
31692849_f0004,shift,mediastinum,chest
35414779_F3,inflammation,skin,skin
30719352_fig1,pulmonary adenocarcinoma,right upper lobe,lung
24765064_F1,shape residuals,frontal lobe,brain
24765064_F1,shape residuals,parietal bone,brain
24765064_F1,shape residuals,occipital lobes,brain
24765064_F1,shape residuals,occipital bone,brain
31692849_f0006,lung expansion,bilateral,lung
35414779_F7,inflammation,skin,skin
30719352_fig2,pulmonary nodule,right lower lobe,lung
24510845_Fig13,cochlear otosclerosis,pericochlear,cochlea
31692942_f0001,pneumothorax,right side,lung
31692942_f0001,lung collapse,right side,lung
31692942_f0001,effusion,right lung base,lung
35414794_F5,MMP1 knockdown,PANC-1 cells,PDAC cells
35414794_F5,MMP1 knockdown,SW1990 cells,PDAC cells
35414794_F5,MMP1 knockdown,PANC-1-AA cells,PDAC cells
35414794_F5,MMP1 knockdown,SW1990-AA cells,PDAC cells
35414794_F5,H&E staining,100×,tail vein injection models
35414794_F5,H&E staining,400×,tail vein injection models
30564184_F4,encephalitic changes,occipital lobes,brain
32509268_f4,acute mid-foot destructive changes,plantar aspect,foot
31692942_f0003,lungs,re-expanded,lungs
35402173_f4,tumor cells,foramen,ethmoidal foramen
30560052_fig2,positive uptake,right lower lobe,lung
32188799_fig_003,True Perfusion Deficit,left hippocampus,hippocampus
32188799_fig_003,True Perfusion Deficit,opposite area,hippocampus
31737382_fig1,baseline chest X-ray,,lungs
31737382_fig1,baseline chest X-ray,,heart
31737382_fig1,baseline chest X-ray,,ribcage
35402173_f5,tumor cells,irregular glandular tube,unknown
30560051_fig2,pulmonary vein thrombosis,pulmonary vein,lung
32506028_fig0005,Giant Cell Tumors,C7-D1,spine
32506028_fig0005,Giant Cell Tumors,C2,spine
32506028_fig0005,Giant Cell Tumors,D4,spine
31168372_F2,heart failure,glomeruli,heart
31168372_F2,eGFR,glomeruli,kidney
31168372_F2,PAD,arteries,peripheral arteries
31168372_F2,SPAP,brain,brain
35433657_F7,ECFCs,leaflets,heart
30560051_fig3,TB lesions,upper lobes,lungs
30560051_fig3,pulmonary vein thrombosis,pulmonary vein,lungs
32506028_fig0015,cord compression,C2 level,cervical spine
32506028_fig0015,cord compression,C7-D1 level,cervical spine
31737371_fig2,PICC line,,subclavian vein
31737371_fig2,chest drain,,pleural cavity
35191211_advs3657-fig-0006,IL-6,wound edges,skin
35191211_advs3657-fig-0006,CD31,wound edges,skin
35191211_advs3657-fig-0006,collagen,wound edges,skin
30560050_fig1,ground-glass findings,apex to above the diaphragm,lungs
32528848_fig0005,mycetoma,dorsum,foot
31867196_F3,pulmonary edema,lung fields,lung
31867196_F3,pleural effusions,pleural spaces,pleura
35432468_F1,adipocyte size,,SAF
35432468_F1,adipocyte size,,VAF
30555671_rjy323F1,lesion,side,right side
32751068_molecules-25-03437-f005,tumor volume,4T1,tumor
31449653_ytz085-F2,pneumonia,empty,lungs
31449653_ytz085-F2,lung cancer,empty,lungs
31449653_ytz085-F2,heart problems,empty,heart
35433424_f2,USP10,tumor tissue,cancer
30555674_rjy329F4,foramen of Winslow hernia,foramen,abdominal cavity
33204646_fig1,ACL reconstruction,anterior,knee
33204646_fig1,ACL reconstruction,posterior,knee
31293988_f1-1067-1-8261-1-10-20190610,airspace opacification,bilateral,lung
34615822_g003,fibrosis,sinus node,heart
34615822_g003,infiltration of lymphocytes and plasma cells,sinus node,heart
34615822_g003,infiltration of IgG4-positive plasma cells,sinus node,heart
34615822_g003,infiltration of IgG-positive cells,sinus node,heart
31085385_fig0005,pseudotumor,empty,abdomen
33204646_fig2,graft distance,anterior tibial cortex,knee
33204646_fig2,inclination angle,tibial plateau,knee
31828443_Fig1,pleural effusion,right-sided,lung
34615821_g003,bone marrow smear,bone marrow,bone marrow
34615821_g003,gastric biopsy specimen,gastric,gastric
34615821_g003,gastric biopsy specimen,gastric,gastric
34615821_g003,gastric biopsy specimen,gastric,gastric
31193080_fig1,tumor mass,irregularly shaped,kidney
33204646_fig3,ACL reconstruction,proximal tibia,knee
31832404_F1,transparency,retrocardiac,heart
35586494_f3,malignant cells,group,tissue
31193126_fig0004,acute liver failure,hepatic diffuse parenchyma,liver
31193126_fig0004,acute liver failure,homogeneous hypodense lesions,liver
31193126_fig0004,acute liver failure,bilateral pleural effusion,pleura
33147254_pone.0241436.g006,basal ganglia,basal ganglia,brain
33147254_pone.0241436.g006,thalamic hyperintensities,thalamus,brain
31812639_fig0005,pleural effusion,right side,lung
35586554_F7,caspase-3,,tumor
35586554_F7,γH2AX,,tumor
35586554_F7,Ki67,,tumor
35586554_F7,H&E,,tumor
30995803_jcm-08-00522-f008,air bubbles,heart,heart
33204553_fig1,fibroids,uterus,uterus
31812639_fig0010,pleural effusion,right-sided,pleura
35586554_F8,lung,alveoli,lung
35586554_F8,liver,hepatocytes,liver
35586554_F8,kidney,glomeruli,kidney
35586554_F8,heart,cardiomyocytes,heart
35586554_F8,spleen,white pulp,spleen
31096990_Fig5,pedicle screws,spine,spine
33192272_F1,glioma segmentation,brain,brain
31871461_fig1,hyperinflation,lungs,lungs
31871461_fig1,pleural thickening,pleural,lungs
31871461_fig1,flattened diaphragm,diaphragm,diaphragm
35607542_FIG2,chief cells,chief cells,fundic glands
35607542_FIG2,parietal cells,parietal cells,fundic glands
31303906_f0001,pelvic mass,pelvis,pelvis
33482447_fig0020,tumor,,nasopharynx
33482447_fig0020,tumor,partial obstruction,oropharynx
31829194_Fig1,mass,,right hemi-thorax
35607542_FIG3,mucinous foveolar epithelium,right side,gastric
35607542_FIG3,chief and parietal cells,glands,gastric
31303906_f0002,heterogeneous mass,rib,rib
33546412_sensors-21-01043-f003,GoogLeNet,,brain
33546412_sensors-21-01043-f003,ResNet-18,,brain
33546412_sensors-21-01043-f003,fusion,,brain
31859840_f1,confluent peribronchial consolidation,peribronchial,lung
35607520_fig7,Ganglion cell layer,Ganglion cell layer,retina
35607520_fig7,inner nuclear layer,inner nuclear layer,retina
35607520_fig7,outer nuclear layer,outer nuclear layer,retina
31303906_f0003,hypodense lesion,segment VI,liver
33546412_sensors-21-01043-f005,lower quality,glomeruli,kidney
35597800_Fig5,acute pancreatitis,pancreas,pancreas
31303906_f0004,tumor,tumor,rectal
31898627_F1,opacity,apical-subclavicular level,lung
31898627_F1,opacity,left pulmonary base,lung
31898627_F1,lysis,postero-lateral costal arches,ribs
35597811_Fig4,TUNEL assay,tumor samples,tumor tissue
31303906_f0005,rib metastasis,healthy and intact,rib
33047224_Fig1,Facioscapulohumeral muscular dystrophy,selective muscles,muscle
33047224_Fig1,Facioscapulohumeral muscular dystrophy,GM,muscle
33047224_Fig1,Facioscapulohumeral muscular dystrophy,GL,muscle
31898627_F2,left apical-subclavicular mass,apical-subclavicular,lung
31898627_F2,left basal mass,basal,lung
35632722_viruses-14-00980-f007,atypia,caudal half,vagina
35632722_viruses-14-00980-f007,atypia,lumen,vagina
35632722_viruses-14-00980-f007,atypia,microinvasion,vagina
35632722_viruses-14-00980-f007,atypia,desmoplasia,vagina
35632722_viruses-14-00980-f007,viral DNA,,vagina
35632722_viruses-14-00980-f007,viral RNA,,vagina
35632722_viruses-14-00980-f007,E4 protein,,vagina
31303906_f0006,liver metastasis,liver,liver
24818057_F4,trabeculated lesion,cranially,calvarial bone
32099701_fig1,pneumonia,left lower lobe,lung
32099701_fig1,pleural effusion,left side,lung
35632742_viruses-14-01000-f008,MmuPV1 infections,,larynx
35632742_viruses-14-01000-f008,MmuPV1 infections,,trachea
35632742_viruses-14-01000-f008,MmuPV1 infections,,hypopharynx
31303916_f0001,strangulated point,dilated loop,small bowel
31303916_f0001,left obturator hernia,collapsed loops,small bowel
24818057_F5,hypo-intensities,lipoid-filled compartments,brain
24818057_F5,hyper-intensities,hemosiderin/clot-filled compartments,brain
31453271_fig0005,pulmonary opacities,upper lobe,lung
31453271_fig0005,pulmonary opacities,lower lobe,lung
35629151_jpm-12-00727-f001,clear cell RCC,slices,kidney
35629151_jpm-12-00727-f001,clear cell RCC,block,kidney
35629151_jpm-12-00727-f001,clear cell RCC,pieces,kidney
35629151_jpm-12-00727-f001,clear cell RCC,3d fusion,kidney
31289635_rjz205F1,retroxyphoid defect,retroxyphoid,diaphragm
31289635_rjz205F1,herniated small bowel,right inferior hemithorax,small bowel
31289635_rjz205F1,herniated colon,right inferior hemithorax,colon
24884868_F1,MRI image fusion,kidney,kidney
31415941_fig0005,giant bulla,bulla,chest
35665391_f2,Toluidine blue staining,,tumor
35665391_f2,H&E staining,10x magnification,tumor
35665391_f2,vimentin immunohistochemistry,10x magnification,tumor
31289635_rjz205F2,Morgagni hernia,right inferior hemithorax,thorax
24921048_F5,sonication,spinal nerve roots,spine
24921048_F5,sonication,spinous process,spine
24921048_F5,sonication,spinal canal,spine
31415941_fig0015,giant bulla,thoracic cavity,lung
35488986_Fig1,BSFA-fed,segments,intestine
31309029_FIG2,mediastinal adenopathy,glomeruli,mediastinum
31309029_FIG2,spiculated nodules,both lungs,lungs
24921048_F7,NPV,edges,facet joint
31452878_fig1,effusion,lung,lung
35641533_Fig2,Necrolytic Migratory Erythema,dermis,skin
31309019_FIG1,small bowel obstruction,intestine,small bowel
24921048_F8,NPV,facet,facet joints
31448158_F1,soft-tissue opacity,left upper zone,lung
16759362_F1,intestinal type gastric cancer,glandular structures,gastric
30631030_f1-anntransplant-24-25,inferior vena cava thrombosis,below the liver,inferior vena cava
24921048_F11,soft tissue edema,,facet joints
24921048_F11,non-perfused volume,,facet joints
24921048_F11,soft tissue edema,adjacent to,facet joints
32269996_F2,chest X-rays,lung,lung
16759362_F2,gastric cancer,tissue,gastric
30680259_FIG2,posterior slippage,femoral head,femoral head
24515254_RRT223F1,segmentation,sagittal,MRI
24515254_RRT223F1,segmentation,coronal,MRI
24515254_RRT223F1,segmentation,axial,MRI
31453083_fig1,pleural effusion,right,lung
31453083_fig1,opacities,right mid-lung,lung
31453083_fig1,vascular congestion,,lung
31453083_fig1,air bronchograms,lingula,lung
16704740_F3,tumor,lung,lung
16704740_F3,tumor,tumor,lung
30680259_FIG4,ostearthritic changes,articular surface of the femoral head,hip
30680259_FIG4,ostearthritic changes,hip,hip
30680259_FIG4,ostearthritic changes,articular surface,hip
33319095_fig2,oogenesis,,gland
33319095_fig2,spermatogenesis,,gland
31528279_F0002,pleural effusion,right-sided,pleura
25194608_fig0015,lungs,lung,lungs
33319095_fig3,mature oocyte,ovum,ovary
31772744_f2,lymph nodes,anterior mediastinum,mediastinum
25315518_Fig2,ischemic stroke,internal carotid artery,carotid artery
25315518_Fig2,intraplaque hemorrhage,internal carotid artery,carotid artery
25315518_Fig2,intraplaque hemorrhage,internal carotid artery,carotid artery
25315518_Fig2,intraplaque hemorrhage,internal carotid artery,carotid artery
25315518_Fig2,intraplaque hemorrhage,internal carotid artery,carotid artery
25315518_Fig2,ischemic stroke,internal carotid artery,carotid artery
33319095_fig4,primary spermatocytes,,testis
33319095_fig4,spermatids,seminiferous tubules,testis
33319095_fig4,mature sperms,epididymis,testis
31528319_f2-mjhid-11-1-e2019053,MZL,kidney,kidney
24180558_F2,glioblastoma,tumor,brain
31497431_FIG1,cardiomegaly,thoracic width,heart
31497431_FIG1,pulmonary venous congestion,lower lung zones,lungs
33319095_fig5,mature oocyte,,hermaphroditic acini
31528331_f1,recurrence,renal bed,renal
32274282_FIG3,rib notching,inferior borders,rib
33319095_fig6,glandular hyperplasia,acini,hermaphrodite gland
33319095_fig6,decreased luteinization,oocytes,hermaphrodite gland
33319095_fig6,dilation of blood vessels,blood vessels,hermaphrodite gland
33319095_fig6,oocyte deformations,oocytes,hermaphrodite gland
33319095_fig6,deformed spermatozoa,spermatozoa,hermaphrodite gland
33319095_fig6,vacuolated digestive tubules cells,digestive tubules cells,hermaphrodite gland
33319095_fig6,sloughed germinal epithelium,germinal epithelium,hermaphrodite gland
33319095_fig6,glandular hyperplasia,acini,hermaphrodite gland
33319095_fig6,oocyte deformations,oocytes,hermaphrodite gland
33319095_fig6,deformed spermatozoa,spermatozoa,hermaphrodite gland
33319095_fig6,vacuolated digestive tubules cells,digestive tubules cells,hermaphrodite gland
33319095_fig6,dilated blood vessels,blood vessels,hermaphrodite gland
31754563_FIG3,right posterior cerebral artery territorial infarct,occipital lobes,brain
25659157_pone.0117593.g003,hypothalamic region,region,hypothalamus
31660094_fig0003,pleural effusion,right lung,lung
33319095_fig7,sloughed germinal epithelium,,hermaphrodite gland
33319095_fig7,deformed oocytes,,hermaphrodite gland
33319095_fig7,deformed spermatozoa,,hermaphrodite gland
33319095_fig7,vacuolated digestive tubules cells,,hermaphrodite gland
31754556_FIG2,oral contrast extravasation,empty,abdomen
25522383_F3,NET density changes,thalamus,thalamus
31660290_fig2,cavity,lung,lung
33319095_fig8,glandular hyperplasia,, hermaphrodite gland
33319095_fig8,degenerated primordial follicles,, hermaphrodite gland
33319095_fig8,deformed oocytes,, hermaphrodite gland
31728235_FIG2,dilated portal vein,spleen,spleen
31728235_FIG2,splenomegaly,spleen,spleen
31728235_FIG2,splenic varices,spleen,spleen
25522383_F6,SERT binding potential,thalamus,thalamus
31606732_f1-amjcaserep-20-1505,scoliosis,spinal,thoracic spine
33319095_fig9,germinal epithelium,epithelium,gland
33319095_fig9,spermatogonia,histolytic,gland
33319095_fig9,sperms,mature,gland
31831022_Fig2,outliers,HKA,hip
31831022_Fig2,outliers,FFC,hip
31831022_Fig2,outliers,FTC,hip
31831022_Fig2,outliers,LFC,hip
31831022_Fig2,outliers,LTC,hip
31831022_Fig2,outliers,FCR,hip
26106531_f0010,stroke-induced aphasia,left hemisphere,brain
31723898_f1-acc-2017-00598,tension pneumothorax,right lung,lung
31723898_f1-acc-2017-00598,tension pneumothorax,right lung,lung
31723898_f1-acc-2017-00598,tension pneumothorax,right lung,lung
31723898_f1-acc-2017-00598,tension pneumothorax,right lung,lung
31723898_f1-acc-2017-00598,tension pneumothorax,right lung,lung
31723898_f1-acc-2017-00598,tension pneumothorax,right lung,lung
12838317_fig1,serrated adenoma,serrated architecture,colon
12838317_fig1,epithelial dysplasia,,colon
31831014_Fig1,pathological fracture,patella,patella
26101472_F1,tear,posterior horn,meniscus
26101472_F1,tear,inferior articular surface,meniscus
26101472_F1,effusion,,joint
31723898_f2-acc-2017-00598,tension pneumothorax,lung,lung
25328737_fig2,squamous islands,tissue,tissue
25328737_fig2,undifferentiated cells,tissue,tissue
31853286_f1-etm-0-0-8172,hyperdense mass,right lower lung,lung
26101472_F2,tear,posterior horn,meniscus
31737139_fig0001,diaphragmatic hernia,left-sided,diaphragm
25328737_fig3,undifferentiated cells,kidney,kidney
31853286_f6-etm-0-0-8172,pulmonary lesion,arrow,lung
26101472_F3,ACL injury,affected area,knee
31737139_fig0007,diaphragmatic hernia,repaired area,diaphragm
31737139_fig0007,chest wall abnormality,,chest wall
25328737_fig6,undifferentiated sarcomatous cells,tissue,parotid
31856822_Fig2,cerebral calcifications,cerebral cortex,cerebral cortex
31856822_Fig2,cerebral calcifications,cerebellar hemispheres,cerebellar hemispheres
26101472_F4,meniscal tear,knee,knee
31723678_fig0002,atelectasis,lower lung regions,lung
31723678_fig0002,pleural plaques,bilateral,pleura
25328733_fig2,neuroblastoma,clusters,bone marrow
31796471_F2,idiopathic normal pressure hydrocephalus,lateral ventricles,brain
26101472_F5,tear,anterior horn,meniscus
31803374_F1,transcatheter aortic valve replacement valve shadow,aortic valve,heart
31803374_F1,leadless Micra pacemaker,lower part,heart
33255321_nutrients-12-03607-f005,colonic mucosa,mucosa,colon
26098849_pone.0131095.g002,tumor growth,lung,lung
31621785_f1,infection,,lungs
31621785_f1,inflammation,,lungs
31621785_f1,infection,,lungs
31621785_f1,inflammation,,lungs
31976096_fig1,involved tissues,tissue,neck
26180676_FIG5,sellar tumor,sellar,sellar
31621784_f1,right bundle branch conduction disorder,right bundle branch,heart
33466886_biomedicines-09-00076-f001,plasma cells,circle,tissue
32122323_Fig2,abscess,alveoli,lung
26180676_FIG7,cerebello-pontine angle tumor,angle,brain
33466886_biomedicines-09-00076-f002,inflammation,portal area,portal area
32122323_Fig3,pneumonia,left lobe,lung
32122323_Fig3,pneumonia,right lobe,lung
26180676_FIG8,jugular foramen tumor,jugular foramen,brain
33466886_biomedicines-09-00076-f003,portal inflammation,portal area,liver
33466886_biomedicines-09-00076-f003,inter-phase hepatitis,inter-phase region,liver
32161683_j_tnsci-2020-0005_fig_003,hemorrhage,right basal ganglia,brain
32161683_j_tnsci-2020-0005_fig_003,hemorrhage,right temporal lobe,brain
26180676_FIG10,arteriovenous malformation,intramedullary,spinal cord
33495844_f1-mmr-0-0-11849,nonalcoholic steatohepatitis,hepatocyte,liver
32161778_j_med-2020-0015_fig_001,pancreatic tumor,abdomen,pancreas
26180676_FIG12,neck cancer lesion,recurrent,neck
33467209_ijms-22-00876-f002,muscle mass reductions,empty,muscle
33467209_ijms-22-00876-f002,protein expression,empty,muscle
33467209_ijms-22-00876-f002,muscle regeneration,empty,muscle
33467209_ijms-22-00876-f002,protein expression,empty,muscle
33467209_ijms-22-00876-f002,protein expression,empty,muscle
33467209_ijms-22-00876-f002,protein expression,empty,muscle
33467209_ijms-22-00876-f002,muscle regeneration,empty,muscle
32161778_j_med-2020-0015_fig_002,pheochromocytoma,adrenal gland,adrenal gland
26180676_FIG13,radiosurgery,brain,brain
24876396_RJU013F3,CD8+ T lymphocytes,mucosa,small bowel
32161551_F1,kidney failure,glomeruli,kidney
26180676_FIG15,arteriovenous malformation,brain,brain
24876398_RJU016F4,ileocecal plasmacytoma,ileum,ileum
32181089_FIG1,gonadal vein,left,ovarian
32181089_FIG1,inflammatory changes,adjacent,retroperitoneal fat
32181089_FIG1,gonadal vein,right,gonadal
26180665_FIG1,metastatic deposit,precentral gyrus,brain
25324652_F1,Malassezia folliculitis,glomeruli,skin
25324652_F1,Malassezia folliculitis,glomeruli,skin
25324652_F1,non-Malassezia folliculitis,glomeruli,skin
32181089_FIG2,inflammatory changes,,retroperitoneal fat
32181089_FIG2,enlargement,,gonadal/ovarian vein
32181089_FIG2,central hypo-density,central,gonadal/ovarian vein
32181089_FIG2,vessel wall enhancement,,gonadal/ovarian vein
26180665_FIG2,cavity,cavity,kidney
32153765_f1,polypoid solid mass,medial border of the second portion,duodenum
32153765_f1,extramural hematoma,right lateral border of the first portion,duodenum
32153765_f1,dilation,,intrahepatic biliary ducts
32153765_f1,dilation,,main bile duct
26150249_Fig1,fallopian tube anatomy,fallopian tube,fallopian tube
25978364_pone.0124173.g002,hepatocyte ballooning degeneration,,liver
25978364_pone.0124173.g002,fibrosis,blue staining,liver
25978364_pone.0124173.g002,fibrosis,,liver
32201598_f1,round defect,body,Clivus
32201599_f2,tumor,primary,primary area
32201599_f2,tumor,neck,neck region
26254119_fig0015,lobulated mass,,unknown
26254119_fig0015,subcutaneous edema,unknown,skin
26254119_fig0015,fat plane,tendon,patella
32201599_f3,liver,,liver
32201599_f3,spleen,,spleen
32201599_f3,kidneys,,kidneys
32201599_f3,aorta,,vascular system
32201599_f3,inferior vena cava,,vascular system
26254119_fig0020,glomangioma,lesion,kidney
